DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,Release
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,7.13145,0.542237
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,8.01752,0.567484
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,9.16109,0.634326
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,10.0472,0.659572
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,11.0599,0.689018
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,12.1367,0.726788
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,13.0223,0.747885
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,14.1616,0.78153
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,15.1733,0.802677
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,16.123,0.832098
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,17.2634,0.874042
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,18.1489,0.895139
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,19.2279,0.949507
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,20.178,0.983078
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,21.1267,1.0042
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,0.0693467,0.0498199
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,0.398809,0.161983
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,0.987339,0.328191
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,2.08249,0.511196
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,3.03948,0.598712
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,4.11788,0.64893
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,5.13218,0.690825
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,6.14438,0.716121
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,7.09299,0.737243
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,8.04003,0.745916
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,9.11791,0.791985
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,10.128,0.800683
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,11.0766,0.821805
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,12.1503,0.834677
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,13.0984,0.851649
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,14.1101,0.872796
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,15.1838,0.885668
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,16.1319,0.902641
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,17.3348,0.94046
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,18.1578,0.965682
5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.261,127.388535,0,130.078,65.72,5,-0.7977,19.1716,1.00343
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,0.370551,0.0138162
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,0.801555,0.0193166
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,1.73015,0.0718624
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,3.71062,0.179713
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,5.74882,0.257087
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,7.78634,0.328921
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,9.88806,0.42291
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,11.8709,0.55015
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,13.8487,0.63584
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,15.8893,0.732605
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,17.9893,0.812743
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,20.0247,0.867957
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,21.9977,0.914866
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,24.0926,0.953454
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,26.1852,0.972651
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0614,96.40102828,0.01,325.496,23.47,2,5.34142,28.153,0.97801
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,0.370892,0.0165863
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,0.741443,0.0304025
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,1.84935,0.0413805
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,3.8288,0.140921
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,5.80825,0.240461
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,7.79077,0.364932
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,9.89385,0.470001
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,11.8771,0.600011
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,13.9774,0.68292
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,15.9555,0.77138
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,17.993,0.843214
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,20.0275,0.890118
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,22.0619,0.937021
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,24.1548,0.958988
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,26.1858,0.978192
TTD-PLGA,1,28000,0,206,10.28,0.1,0.0636,94.33962264,0.01,325.496,23.47,2,5.34142,28.1534,0.98078
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,0.123209,0.00276637
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,0.80469,0.0388144
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,1.97338,0.0553728
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,3.83173,0.152423
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,5.87669,0.263345
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,7.98504,0.385372
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,9.96609,0.482411
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,12.1337,0.593321
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,14.0468,0.654255
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,16.1495,0.745727
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,18.1868,0.814983
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,20.2231,0.878683
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,22.0758,0.945178
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,24.2271,0.967201
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,26.1928,0.980908
TTD-PLGA,1,28000,0,206,10.28,0.1,0.039,74.03751234,0.01,325.496,23.47,2,5.34142,28.2178,0.983498
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,0.130102,0.0581597
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,0.69291,0.13567
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,1.62286,0.199296
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,3.67571,0.395782
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,5.96424,0.509145
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,7.95186,0.675166
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,9.99518,0.794091
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,12.0358,0.890855
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,13.8841,0.923926
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,16.1043,0.981892
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,18.1955,0.99001
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,19.8553,0.989856
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,21.8847,0.995209
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,24.1596,0.997769
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,26.1886,1.00035
TTD-PLGA,1,8300,0,206,10.28,0.1,0.0576,112.2544434,0.01,325.496,23.47,2,5.34142,28.2169,0.997395
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,0.920254,0.241042
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,2.10406,0.267101
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,2.94667,0.276873
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,5.97919,0.309446
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,10.0189,0.34202
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,14.0564,0.368078
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,17.0846,0.387622
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,20.1127,0.407166
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,24.1502,0.433225
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,31.3816,0.472313
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,37.2656,0.498371
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,44.3237,0.521173
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,51.3806,0.540717
TAA-PEA,0,49000,0,293,11.75,0.2,0.2,267.8571429,0,434.504,93.06,7,2.4188,65.4933,0.576547
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,0.0961639,0.0675241
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,1.96964,0.347267
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,2.99828,0.463023
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,5.00516,0.610932
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,7.0596,0.78135
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,10.0429,0.92283
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,13.0228,0.990354
CBD-PCL,0,42500,0,66,9.13,0.033333333,0.0321,159.0246488,0.1,314.469,40.46,2,5.8465,15.9999,0.996785
CBD-PCL,0,42500,0,66,9.13,0.066666667,0.0607,155.5613171,0.1,314.469,40.46,2,5.8465,0.189486,0.073955
CBD-PCL,0,42500,0,66,9.13,0.066666667,0.0607,155.5613171,0.1,314.469,40.46,2,5.8465,0.987213,0.22508
CBD-PCL,0,42500,0,66,9.13,0.066666667,0.0607,155.5613171,0.1,314.469,40.46,2,5.8465,2.06281,0.350482
CBD-PCL,0,42500,0,66,9.13,0.066666667,0.0607,155.5613171,0.1,314.469,40.46,2,5.8465,2.99693,0.434084
